activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio,unknown_87,unknown_88,unknown_90,lap_number
running,48.0,81,3247.61,48.0,2.949,0.5,140,522817590,51809507,2.949,273.0,48.87,36.75,1139.0,25,2025-09-11 16:53:25,105.2,9.37,0,300,-1.0,1
running,48.0,81,3254.06,48.0,2.958,0.5,138,522817248,51810340,2.958,274.0,48.87,37.5,1119.0,25,2025-09-11 16:53:27,102.5,9.15,0,300,-1.0,1
running,48.200000000000045,82,3270.15,48.200000000000045,3.014,0.5,139,522816427,51812437,3.014,281.0,48.96,38.5,1123.0,25,2025-09-11 16:53:32,99.5,8.78,0,300,-1.0,1
running,48.200000000000045,82,3289.8,48.200000000000045,3.07,0.0,139,522815886,51815246,3.07,280.0,49.09,38.25,1137.0,25,2025-09-11 16:53:38,104.2,8.87,0,300,-1.0,1
running,48.200000000000045,82,3296.27,48.200000000000045,3.089,0.0,139,522815844,51816203,3.089,276.0,49.18,37.75,1138.0,25,2025-09-11 16:53:40,104.2,8.87,0,300,-1.0,1
running,47.799999999999955,81,3313.97,47.799999999999955,3.135,0.5,138,522815947,51818825,3.135,284.0,49.46,38.5,1148.0,25,2025-09-11 16:53:46,102.5,8.68,0,300,-1.0,1
running,47.39999999999998,80,3330.19,47.39999999999998,3.042,0.0,137,522816592,51821050,3.042,300.0,48.93,40.0,1099.0,25,2025-09-11 16:53:52,96.5,8.37,0,300,-1.0,1
running,47.39999999999998,80,3332.89,47.39999999999998,3.032,0.0,133,522816745,51821390,3.032,301.0,48.62,40.0,1073.0,25,2025-09-11 16:53:53,92.7,8.46,0,300,-1.0,1
running,47.39999999999998,80,3335.47,47.39999999999998,3.014,0.0,133,522816872,51821731,3.014,298.0,48.62,39.75,1052.0,25,2025-09-11 16:53:54,94.5,8.59,0,300,-1.0,1
running,45.200000000000045,81,3346.63,45.200000000000045,2.967,0.5,133,522817405,51823216,2.967,291.0,48.43,39.25,1023.0,25,2025-09-11 16:53:58,94.5,8.96,0,300,-1.0,1
running,45.39999999999998,82,3354.92,45.39999999999998,2.958,0.0,134,522817776,51824333,2.958,284.0,48.53,39.0,1027.0,25,2025-09-11 16:54:01,94.5,8.96,0,300,-1.0,1
running,43.39999999999998,82,3369.41,43.39999999999998,2.939,0.0,135,522818606,51826147,2.939,287.0,48.53,39.0,1065.0,25,2025-09-11 16:54:06,96.5,8.96,0,300,-1.0,1
running,43.200000000000045,81,3375.15,43.200000000000045,2.938,0.5,136,522818857,51826925,2.938,287.0,48.53,38.75,1081.0,25,2025-09-11 16:54:08,97.5,8.87,0,300,-1.0,1
running,43.39999999999998,82,3393.05,43.39999999999998,2.93,0.0,136,522819633,51829354,2.93,287.0,48.62,39.0,1074.0,25,2025-09-11 16:54:14,100.5,8.96,0,300,-1.0,1
running,43.200000000000045,82,3396.02,43.200000000000045,2.93,0.0,135,522819767,51829754,2.93,287.0,48.62,39.25,1075.0,25,2025-09-11 16:54:15,98.5,8.87,0,300,-1.0,1
running,43.0,81,3415.03,43.0,2.939,0.0,139,522820674,51832279,2.939,281.0,48.71,37.75,1117.0,25,2025-09-11 16:54:21,113.2,9.56,0,300,-1.0,1
running,42.799999999999955,81,3424.24,42.799999999999955,2.949,0.5,140,522821057,51833539,2.949,282.0,48.75,38.25,1118.0,25,2025-09-11 16:54:24,106.2,9.37,0,300,-1.0,1
running,42.799999999999955,80,3437.52,42.799999999999955,2.967,0.5,137,522821556,51835383,2.967,294.0,48.62,39.25,1119.0,25,2025-09-11 16:54:29,96.5,8.68,0,300,-1.0,1
running,43.0,80,3442.75,43.0,2.958,0.5,137,522821636,51836152,2.958,292.0,48.62,39.0,1088.0,25,2025-09-11 16:54:31,100.5,8.96,0,300,-1.0,1
running,43.0,82,3460.12,43.0,2.956,0.0,139,522822308,51838521,2.956,277.0,48.53,37.75,1029.0,25,2025-09-11 16:54:37,106.2,9.84,0,300,-1.0,1
running,41.39999999999998,82,3462.85,41.39999999999998,2.925,0.0,139,522822515,51838808,2.925,277.0,48.62,38.0,1030.0,25,2025-09-11 16:54:38,104.2,9.75,0,300,-1.0,1
running,41.0,82,3468.95,41.0,2.917,0.5,139,522823135,51839073,2.917,277.0,48.62,38.0,1030.0,25,2025-09-11 16:54:40,102.5,9.75,0,300,-1.0,1
running,42.799999999999955,82,3472.52,42.799999999999955,2.917,0.5,140,522823517,51839122,2.917,277.0,48.71,38.0,1036.0,25,2025-09-11 16:54:41,102.5,9.65,0,300,-1.0,1
running,43.200000000000045,82,3476.0,43.200000000000045,2.918,0.5,139,522823890,51839144,2.918,275.0,48.71,37.75,1058.0,25,2025-09-11 16:54:42,101.5,9.65,0,300,-1.0,1
running,43.200000000000045,81,3486.0,43.200000000000045,2.925,0.5,142,522824965,51839159,2.925,276.0,48.71,37.5,1110.0,25,2025-09-11 16:54:45,114.2,9.84,0,300,-1.0,1
running,44.0,83,3501.7,44.0,2.967,0.0,142,522826642,51838965,2.967,265.0,48.81,36.5,1109.0,25,2025-09-11 16:54:50,108.2,9.56,0,300,-1.0,1
running,43.39999999999998,83,3514.57,43.39999999999998,2.973,0.0,139,522827969,51838427,2.973,270.0,48.81,37.5,1105.0,25,2025-09-11 16:54:54,97.5,8.96,0,300,-1.0,1
running,43.60000000000002,83,3524.95,43.60000000000002,2.962,0.0,138,522828892,51837574,2.962,277.0,48.81,38.25,1116.0,25,2025-09-11 16:54:57,96.5,8.68,0,300,-1.0,1
running,44.0,82,3541.98,44.0,2.986,0.0,140,522829798,51835406,2.986,279.0,48.81,38.0,1151.0,25,2025-09-11 16:55:02,105.2,8.96,0,300,-1.0,1
running,44.39999999999998,83,3554.96,44.39999999999998,3.004,0.0,143,522830068,51833559,3.004,272.0,48.71,37.75,1112.0,25,2025-09-11 16:55:06,90.7,8.68,0,300,-1.0,1
running,46.200000000000045,83,3561.45,46.200000000000045,3.014,0.0,144,522830072,51832596,3.014,267.0,48.71,36.75,1167.0,25,2025-09-11 16:55:08,123.0,9.06,0,300,-1.0,1
running,46.0,81,3571.48,46.0,3.03,0.5,145,522830598,51831350,3.03,276.0,48.71,37.5,1141.0,25,2025-09-11 16:55:12,107.2,9.15,0,300,-1.0,1
running,47.200000000000045,82,3585.13,47.200000000000045,3.009,0.0,145,522831928,51830507,3.009,276.0,48.5,37.75,1045.0,25,2025-09-11 16:55:17,103.5,9.56,0,300,-1.0,1
running,47.0,82,3587.15,47.0,2.968,0.0,144,522832070,51830280,2.968,279.0,48.5,38.25,1047.0,25,2025-09-11 16:55:18,91.7,9.15,0,300,-1.0,1
running,47.200000000000045,82,3589.36,47.200000000000045,2.966,0.0,142,522832179,51829988,2.966,280.0,48.5,38.5,1052.0,25,2025-09-11 16:55:19,89.7,8.96,0,300,-1.0,1
running,46.60000000000002,82,3597.25,46.60000000000002,2.93,0.0,141,522832243,51828816,2.93,284.0,48.59,39.0,1005.0,25,2025-09-11 16:55:22,87.7,8.68,0,300,-1.0,1
running,47.0,82,3617.27,47.0,2.883,0.0,141,522831585,51826005,2.883,280.0,48.43,38.25,1043.0,25,2025-09-11 16:55:28,107.2,9.46,0,300,-1.0,1
running,47.200000000000045,82,3637.19,47.200000000000045,2.939,0.5,143,522830595,51823387,2.939,270.0,48.53,37.25,1113.0,25,2025-09-11 16:55:34,107.2,9.46,0,300,-1.0,1
running,47.60000000000002,82,3643.57,47.60000000000002,2.958,0.5,145,522830318,51822519,2.958,270.0,48.65,37.0,1118.0,25,2025-09-11 16:55:36,110.2,9.46,0,300,-1.0,1
running,48.0,82,3664.29,48.0,3.004,0.5,145,522829367,51819740,3.004,268.0,48.87,36.75,1146.0,25,2025-09-11 16:55:42,108.2,9.25,0,300,-1.0,1
running,47.799999999999955,82,3670.8,47.799999999999955,3.023,0.5,144,522829054,51818876,3.023,269.0,48.96,37.0,1153.0,25,2025-09-11 16:55:44,106.2,8.96,0,300,-1.0,1
running,47.60000000000002,82,3686.3,47.60000000000002,3.051,0.5,142,522828588,51816655,3.051,273.0,48.96,37.5,1153.0,25,2025-09-11 16:55:49,101.5,8.68,0,300,-1.0,1
running,48.0,82,3704.27,48.0,3.07,0.5,142,522827899,51814159,3.07,274.0,48.87,37.75,1144.0,25,2025-09-11 16:55:55,102.5,8.68,0,300,-1.0,1
running,48.0,82,3706.85,48.0,3.07,0.5,141,522827755,51813833,3.07,276.0,48.87,37.75,1142.0,25,2025-09-11 16:55:56,102.5,8.87,0,300,-1.0,1
running,48.0,82,3724.6,48.0,3.042,0.0,141,522826875,51811500,3.042,275.0,48.75,37.5,1096.0,25,2025-09-11 16:56:02,105.2,9.37,0,300,-1.0,1
running,48.0,82,3727.92,48.0,3.042,0.0,142,522826720,51811056,3.042,274.0,48.75,37.5,1096.0,25,2025-09-11 16:56:03,105.2,9.37,0,300,-1.0,1
running,48.39999999999998,82,3746.16,48.39999999999998,3.051,0.5,141,522825546,51808896,3.051,273.0,48.75,37.5,1109.0,25,2025-09-11 16:56:09,102.5,9.06,0,300,-1.0,1
running,48.39999999999998,82,3748.79,48.39999999999998,3.051,0.5,141,522825324,51808653,3.051,274.0,48.75,37.5,1113.0,25,2025-09-11 16:56:10,102.5,9.06,0,300,-1.0,1
running,47.39999999999998,82,3763.35,47.39999999999998,3.034,0.5,139,522823993,51807543,3.034,275.0,48.56,37.5,1044.0,25,2025-09-11 16:56:16,97.5,9.25,0,300,-1.0,1
running,47.0,82,3766.31,47.0,3.03,0.0,138,522823691,51807401,3.03,274.0,48.56,37.5,1034.0,25,2025-09-11 16:56:17,100.5,9.46,0,300,-1.0,1
running,47.0,82,3780.83,47.0,2.986,0.0,136,522822160,51807034,2.986,274.0,48.46,37.5,1057.0,25,2025-09-11 16:56:22,102.5,9.65,0,300,-1.0,1
running,47.0,82,3789.77,47.0,2.979,0.0,139,522821201,51807031,2.979,267.0,48.37,36.5,1084.0,25,2025-09-11 16:56:25,117.0,9.93,0,300,-1.0,1
running,46.799999999999955,82,3801.87,46.799999999999955,2.979,0.0,140,522819932,51807404,2.979,269.0,48.84,36.75,1078.0,25,2025-09-11 16:56:29,108.2,9.84,0,300,-1.0,1
running,46.200000000000045,83,3818.75,46.200000000000045,2.988,0.0,143,522818256,51808341,2.988,268.0,49.06,37.0,1088.0,25,2025-09-11 16:56:34,106.2,9.65,0,300,-1.0,1
running,46.200000000000045,82,3825.38,46.200000000000045,2.997,0.5,145,522817683,51808915,2.997,266.0,48.96,36.5,1114.0,25,2025-09-11 16:56:36,110.2,9.75,0,300,-1.0,1
running,46.0,82,3845.22,46.0,3.035,0.0,142,522816754,51811560,3.035,269.0,48.9,36.75,1155.0,25,2025-09-11 16:56:42,112.2,9.46,0,300,-1.0,1
running,46.0,82,3855.58,46.0,3.053,0.0,142,522816361,51812996,3.053,272.0,49.03,37.0,1169.0,25,2025-09-11 16:56:45,111.2,9.37,0,300,-1.0,1
running,45.60000000000002,82,3871.64,45.60000000000002,3.1,0.0,140,522815908,51815286,3.1,280.0,49.12,38.0,1179.0,25,2025-09-11 16:56:50,106.2,8.78,0,300,-1.0,1
running,45.39999999999998,82,3874.58,45.39999999999998,3.1,0.0,136,522815876,51815719,3.1,279.0,49.03,37.75,1175.0,25,2025-09-11 16:56:51,102.5,8.59,0,300,-1.0,1
running,45.0,82,3883.2,45.0,3.107,0.0,133,522815777,51816987,3.107,283.0,48.81,38.5,1155.0,25,2025-09-11 16:56:54,100.5,8.59,0,300,-1.0,1
running,44.799999999999955,82,3886.27,44.799999999999955,3.107,0.0,132,522815831,51817436,3.107,282.0,48.81,38.25,1151.0,25,2025-09-11 16:56:55,103.5,8.68,0,300,-1.0,1
running,44.799999999999955,81,3892.38,44.799999999999955,3.098,0.0,130,522815937,51818329,3.098,283.0,48.9,38.0,1157.0,25,2025-09-11 16:56:57,106.2,8.78,0,300,-1.0,1
running,44.0,81,3895.32,44.0,3.098,0.5,127,522816014,51818754,3.098,284.0,48.9,38.25,1151.0,25,2025-09-11 16:56:58,102.5,8.68,0,300,-1.0,1
running,43.799999999999955,81,3898.15,43.799999999999955,3.098,0.5,126,522816084,51819162,3.098,288.0,48.9,39.0,1143.0,25,2025-09-11 16:56:59,90.7,8.37,0,300,-1.0,1
running,43.60000000000002,81,3903.33,43.60000000000002,3.098,0.5,121,522816117,51819931,3.098,284.0,48.9,38.75,1126.0,25,2025-09-11 16:57:01,94.5,8.37,0,300,-1.0,1
running,43.60000000000002,81,3905.79,43.60000000000002,3.098,0.5,118,522816176,51820288,3.098,282.0,48.9,38.25,1103.0,25,2025-09-11 16:57:02,95.5,8.59,0,300,-1.0,1
running,43.60000000000002,81,3908.4,43.60000000000002,3.09,0.5,115,522816268,51820654,3.09,283.0,48.9,38.5,1081.0,25,2025-09-11 16:57:03,97.5,8.78,0,300,-1.0,1
running,43.200000000000045,81,3911.05,43.200000000000045,3.082,0.5,113,522816354,51821029,3.082,285.0,48.81,38.5,1076.0,25,2025-09-11 16:57:04,99.5,8.87,0,300,-1.0,1
running,43.39999999999998,81,3919.77,43.39999999999998,3.059,0.0,116,522816704,51822227,3.059,285.0,48.71,38.5,1041.0,25,2025-09-11 16:57:07,103.5,9.46,0,300,-1.0,1
running,43.39999999999998,81,3922.98,43.39999999999998,3.032,0.5,120,522816858,51822653,3.032,283.0,48.71,38.25,1041.0,25,2025-09-11 16:57:08,111.2,9.75,0,300,-1.0,1
running,43.200000000000045,81,3929.04,43.200000000000045,3.024,0.5,126,522817158,51823450,3.024,281.0,48.81,38.0,1066.0,25,2025-09-11 16:57:10,105.2,9.56,0,300,-1.0,1
running,43.200000000000045,81,3931.95,43.200000000000045,3.024,0.5,130,522817333,51823808,3.024,281.0,48.9,38.25,1076.0,25,2025-09-11 16:57:11,99.5,9.37,0,300,-1.0,1
running,43.200000000000045,81,3934.8,43.200000000000045,3.024,0.5,136,522817499,51824164,3.024,280.0,48.81,38.25,1081.0,25,2025-09-11 16:57:12,99.5,9.25,0,300,-1.0,1
running,43.0,82,3941.08,43.0,3.024,0.0,139,522817805,51824995,3.024,280.0,48.71,38.25,1089.0,25,2025-09-11 16:57:14,102.5,9.25,0,300,-1.0,1
running,43.0,81,3953.51,43.0,3.024,0.5,140,522818392,51826650,3.024,280.0,48.62,38.0,1110.0,25,2025-09-11 16:57:18,106.2,9.25,0,300,-1.0,1
running,42.60000000000002,82,3964.86,42.60000000000002,3.033,0.0,141,522818987,51828117,3.033,281.0,48.71,38.25,1098.0,25,2025-09-11 16:57:22,97.5,8.78,0,300,-1.0,1
running,42.60000000000002,82,3970.7,42.60000000000002,3.024,0.0,137,522819240,51828910,3.024,280.0,48.81,38.25,1087.0,25,2025-09-11 16:57:24,98.5,8.78,0,300,-1.0,1
running,42.39999999999998,82,3988.61,42.39999999999998,3.015,0.0,137,522820063,51831309,3.015,281.0,48.81,38.25,1094.0,25,2025-09-11 16:57:30,101.5,8.96,0,300,-1.0,1
running,42.39999999999998,81,3997.27,42.39999999999998,3.015,0.5,139,522820486,51832452,3.015,281.0,48.81,38.0,1101.0,25,2025-09-11 16:57:33,110.2,9.25,0,300,-1.0,1
running,42.200000000000045,82,4002.86,42.200000000000045,3.015,0.0,136,522820796,51833163,3.015,280.0,48.81,38.0,1099.0,25,2025-09-11 16:57:35,103.5,9.15,0,300,-1.0,1
running,42.0,81,4017.52,42.0,3.005,0.5,138,522821348,51835189,3.005,284.0,48.68,38.25,1097.0,25,2025-09-11 16:57:40,105.2,9.25,0,300,-1.0,1
running,43.799999999999955,81,4031.93,43.799999999999955,2.995,0.0,139,522821909,51837182,2.995,288.0,48.68,38.75,1096.0,25,2025-09-11 16:57:45,101.5,9.15,0,300,-1.0,1
running,44.799999999999955,81,4038.01,44.799999999999955,3.04,0.0,138,522822199,51837989,3.04,283.0,48.46,38.0,1083.0,25,2025-09-11 16:57:47,103.5,9.25,0,300,-1.0,1
running,43.0,81,4040.75,43.0,3.06,0.0,138,522822359,51838333,3.06,284.0,48.46,38.0,1082.0,25,2025-09-11 16:57:48,104.2,9.37,0,300,-1.0,1
running,41.39999999999998,81,4046.11,41.39999999999998,3.051,0.5,137,522822827,51838793,3.051,284.0,48.46,38.25,1078.0,25,2025-09-11 16:57:50,102.5,9.25,0,300,-1.0,1
running,42.0,81,4049.24,42.0,3.06,0.5,138,522823148,51838932,3.06,283.0,48.56,38.25,1071.0,25,2025-09-11 16:57:51,101.5,9.25,0,300,-1.0,1
running,42.799999999999955,81,4056.12,42.799999999999955,3.01,0.5,139,522823876,51839106,3.01,280.0,48.56,38.0,1065.0,25,2025-09-11 16:57:53,105.2,9.56,0,300,-1.0,1
running,43.200000000000045,81,4069.72,43.200000000000045,3.01,0.0,136,522825333,51839116,3.01,285.0,48.68,38.5,1120.0,25,2025-09-11 16:57:57,100.5,9.06,0,300,-1.0,1
running,43.200000000000045,80,4072.41,43.200000000000045,2.996,0.5,137,522825617,51839030,2.996,288.0,48.68,38.75,1129.0,25,2025-09-11 16:57:58,101.5,8.96,0,300,-1.0,1
running,44.0,81,4081.45,44.0,3.002,0.5,137,522826579,51838903,3.002,272.0,48.68,37.0,1109.0,25,2025-09-11 16:58:01,121.0,9.37,0,300,-1.0,1
running,43.200000000000045,81,4088.08,43.200000000000045,3.022,0.5,140,522827278,51838712,3.022,262.0,48.46,35.25,1104.0,25,2025-09-11 16:58:03,118.0,9.93,0,300,-1.0,1
running,43.60000000000002,82,4095.0,43.60000000000002,3.031,0.0,143,522827938,51838246,3.031,258.0,48.46,34.75,1109.0,25,2025-09-11 16:58:05,120.0,10.25,0,300,-1.0,1
running,43.39999999999998,81,4105.19,43.39999999999998,3.014,0.5,147,522828790,51837302,3.014,263.0,48.56,35.25,1149.0,25,2025-09-11 16:58:08,116.0,9.84,0,300,-1.0,1
running,43.60000000000002,81,4108.28,43.60000000000002,3.023,0.5,148,522828972,51836912,3.023,265.0,48.65,35.75,1150.0,25,2025-09-11 16:58:09,114.2,9.65,0,300,-1.0,1
running,43.799999999999955,81,4118.35,43.799999999999955,3.023,0.5,151,522829432,51835554,3.023,271.0,48.87,36.5,1151.0,25,2025-09-11 16:58:12,110.2,9.46,0,300,-1.0,1
running,44.200000000000045,81,4128.1,44.200000000000045,3.042,0.0,151,522829866,51834243,3.042,275.0,49.09,37.0,1159.0,25,2025-09-11 16:58:15,109.2,9.37,0,300,-1.0,1
running,45.200000000000045,82,4144.19,45.200000000000045,3.051,0.5,152,522830154,51831899,3.051,264.0,48.87,36.25,1173.0,25,2025-09-11 16:58:20,114.2,9.46,0,300,-1.0,1
running,46.799999999999955,82,4152.67,46.799999999999955,3.062,0.5,153,522830695,51830921,3.062,270.0,48.65,37.0,1150.0,25,2025-09-11 16:58:23,105.2,9.15,0,300,-1.0,1
running,47.0,82,4155.78,47.0,3.062,0.5,153,522830994,51830718,3.062,271.0,48.65,37.25,1144.0,25,2025-09-11 16:58:24,104.2,9.15,0,300,-1.0,1
running,46.0,83,4169.71,46.0,3.094,0.0,152,522832185,51829628,3.094,269.0,48.93,37.0,1106.0,25,2025-09-11 16:58:29,105.2,9.37,0,300,-1.0,1
running,46.200000000000045,83,4172.8,46.200000000000045,3.094,0.0,153,522832242,51829178,3.094,268.0,48.93,37.0,1099.0,25,2025-09-11 16:58:30,105.2,9.37,0,300,-1.0,1
running,46.60000000000002,82,4191.09,46.60000000000002,3.048,0.5,154,522831849,51826525,3.048,267.0,49.15,36.75,1091.0,25,2025-09-11 16:58:36,109.2,9.75,0,300,-1.0,1
running,46.799999999999955,82,4194.38,46.799999999999955,3.043,0.5,156,522831731,51826066,3.043,267.0,49.15,36.5,1096.0,25,2025-09-11 16:58:37,110.2,9.75,0,300,-1.0,1
running,47.200000000000045,83,4215.75,47.200000000000045,3.061,0.0,156,522830691,51823245,3.061,259.0,49.15,35.75,1127.0,25,2025-09-11 16:58:43,111.2,9.56,0,300,-1.0,1
running,47.200000000000045,83,4219.38,47.200000000000045,3.061,0.0,158,522830523,51822760,3.061,257.0,49.15,35.5,1136.0,25,2025-09-11 16:58:44,110.2,9.56,0,300,-1.0,1
running,47.200000000000045,83,4241.05,47.200000000000045,3.117,0.0,158,522829470,51819889,3.117,260.0,48.93,35.75,1209.0,25,2025-09-11 16:58:50,111.2,9.06,0,300,-1.0,1
running,47.799999999999955,83,4244.36,47.799999999999955,3.126,0.0,158,522829323,51819439,3.126,261.0,48.93,36.0,1204.0,25,2025-09-11 16:58:51,110.2,9.06,0,300,-1.0,1
running,48.0,83,4257.84,48.0,3.267,0.0,156,522828767,51817581,3.267,265.0,48.84,36.5,1210.0,25,2025-09-11 16:58:55,110.2,8.96,0,300,-1.0,1
running,48.39999999999998,83,4277.11,48.39999999999998,3.265,0.0,153,522828040,51814900,3.265,260.0,48.84,36.0,1205.0,25,2025-09-11 16:59:01,109.2,8.87,0,300,-1.0,1
running,48.39999999999998,83,4280.28,48.39999999999998,3.268,0.0,152,522827930,51814450,3.268,261.0,48.75,36.25,1201.0,25,2025-09-11 16:59:02,108.2,8.87,0,300,-1.0,1
running,47.799999999999955,83,4299.84,47.799999999999955,3.24,0.5,152,522827041,51811816,3.24,255.0,48.84,35.25,1174.0,25,2025-09-11 16:59:08,111.2,9.25,0,300,-1.0,1
running,48.0,83,4309.72,48.0,3.249,0.5,152,522826723,51810422,3.249,258.0,48.75,35.75,1180.0,25,2025-09-11 16:59:11,111.2,9.06,0,300,-1.0,1
running,46.60000000000002,83,4322.51,46.60000000000002,3.268,0.0,150,522826077,51808775,3.268,265.0,48.93,36.75,1189.0,25,2025-09-11 16:59:15,107.2,8.78,0,300,-1.0,1
running,47.0,83,4325.23,47.0,3.268,0.0,151,522825844,51808531,3.268,266.0,48.93,36.75,1189.0,25,2025-09-11 16:59:16,106.2,8.78,0,300,-1.0,1
running,48.0,82,4336.35,48.0,3.237,0.5,150,522824726,51807969,3.237,268.0,49.03,37.0,1125.0,25,2025-09-11 16:59:20,105.2,9.06,0,300,-1.0,1
running,47.39999999999998,83,4342.95,47.39999999999998,3.212,0.0,149,522824051,51807651,3.212,268.0,48.93,37.0,1109.0,25,2025-09-11 16:59:22,108.2,9.25,0,300,-1.0,1
running,47.0,83,4346.26,47.0,3.212,0.0,150,522823710,51807511,3.212,268.0,48.93,36.75,1112.0,25,2025-09-11 16:59:23,109.2,9.56,0,300,-1.0,1
running,46.60000000000002,83,4352.22,46.60000000000002,3.212,0.0,147,522823086,51807315,3.212,264.0,48.93,36.25,1122.0,25,2025-09-11 16:59:25,111.2,9.46,0,300,-1.0,1
running,46.200000000000045,83,4361.27,46.200000000000045,3.182,0.5,145,522822128,51807096,3.182,264.0,49.03,36.75,1127.0,25,2025-09-11 16:59:28,108.2,9.37,0,300,-1.0,1
running,44.60000000000002,83,4367.67,44.60000000000002,3.177,0.0,145,522821445,51806989,3.177,267.0,48.93,37.0,1125.0,25,2025-09-11 16:59:30,107.2,9.37,0,300,-1.0,1
running,43.0,83,4373.93,43.0,3.261,0.0,144,522820773,51807038,3.261,265.0,48.93,36.5,1127.0,25,2025-09-11 16:59:32,107.2,9.25,0,300,-1.0,1
running,42.60000000000002,83,4384.68,42.60000000000002,3.193,0.0,142,522819652,51807415,3.193,263.0,49.03,36.5,1127.0,25,2025-09-11 16:59:35,108.2,9.37,0,300,-1.0,1
running,42.39999999999998,83,4392.05,42.39999999999998,3.177,0.0,145,522818918,51807823,3.177,262.0,49.12,36.25,1153.0,25,2025-09-11 16:59:37,110.2,9.37,0,300,-1.0,1
running,44.39999999999998,82,4406.14,44.39999999999998,3.214,0.5,147,522817811,51809221,3.214,261.0,49.21,36.0,1201.0,25,2025-09-11 16:59:41,113.2,9.25,0,300,-1.0,1
running,44.60000000000002,82,4426.04,44.60000000000002,3.241,0.0,147,522816736,51811766,3.241,270.0,49.03,37.0,1194.0,25,2025-09-11 16:59:47,107.2,8.87,0,300,-1.0,1
running,44.39999999999998,82,4429.42,44.39999999999998,3.241,0.0,148,522816592,51812226,3.241,270.0,49.03,37.0,1188.0,25,2025-09-11 16:59:48,107.2,8.78,0,300,-1.0,1
running,43.60000000000002,82,4439.7,43.60000000000002,3.257,0.5,145,522816260,51813682,3.257,272.0,49.03,37.25,1188.0,25,2025-09-11 16:59:51,106.2,8.68,0,300,-1.0,1
running,45.60000000000002,82,4446.29,45.60000000000002,3.275,0.5,144,522816091,51814632,3.275,271.0,49.03,37.25,1194.0,25,2025-09-11 16:59:53,105.2,8.78,0,300,-1.0,1
running,45.39999999999998,82,4452.72,45.39999999999998,3.296,0.5,144,522815981,51815573,3.296,270.0,49.12,37.0,1202.0,25,2025-09-11 16:59:55,109.2,8.68,0,300,-1.0,1
running,45.39999999999998,82,4471.92,45.39999999999998,3.285,0.5,143,522816029,51818409,3.285,270.0,48.9,37.0,1199.0,25,2025-09-11 17:00:01,108.2,8.78,0,300,-1.0,1
running,44.0,82,4475.2,44.0,3.285,0.5,144,522816089,51818888,3.285,268.0,48.78,36.75,1202.0,25,2025-09-11 17:00:02,108.2,8.78,0,300,-1.0,1
running,43.0,82,4484.96,43.0,3.314,0.5,143,522816338,51820291,3.314,268.0,48.93,36.75,1203.0,25,2025-09-11 17:00:05,108.2,8.78,0,300,-1.0,1
running,43.200000000000045,83,4495.48,43.200000000000045,3.309,0.0,144,522816898,51821645,3.309,271.0,48.96,37.5,1201.0,25,2025-09-11 17:00:08,107.2,8.59,0,300,-1.0,1
running,43.0,83,4512.61,43.0,3.33,0.0,147,522817739,51823905,3.33,263.0,49.06,36.25,1227.0,25,2025-09-11 17:00:13,111.2,8.68,0,300,-1.0,1
running,43.0,83,4516.03,43.0,3.33,0.0,146,522817879,51824375,3.33,261.0,49.06,36.25,1224.0,25,2025-09-11 17:00:14,111.2,8.68,0,300,-1.0,1
running,44.60000000000002,83,4522.94,44.60000000000002,3.332,0.0,148,522818175,51825313,3.332,260.0,48.93,36.0,1235.0,25,2025-09-11 17:00:16,110.2,8.68,0,300,-1.0,1
running,43.39999999999998,83,4529.33,43.39999999999998,3.35,0.0,148,522818483,51826162,3.35,262.0,48.84,36.25,1238.0,25,2025-09-11 17:00:18,109.2,8.59,0,300,-1.0,1
running,43.0,83,4535.86,43.0,3.364,0.0,150,522818778,51827041,3.364,262.0,48.75,36.5,1219.0,25,2025-09-11 17:00:20,108.2,8.68,0,300,-1.0,1
running,42.200000000000045,83,4552.8,42.200000000000045,3.384,0.5,150,522819626,51829260,3.384,261.0,48.75,36.25,1213.0,25,2025-09-11 17:00:25,107.2,8.68,0,300,-1.0,1
running,42.200000000000045,83,4556.06,42.200000000000045,3.384,0.5,150,522819787,51829691,3.384,261.0,48.84,36.25,1217.0,25,2025-09-11 17:00:26,107.2,8.68,0,300,-1.0,1
running,42.39999999999998,83,4576.28,42.39999999999998,3.393,0.5,147,522820850,51832305,3.393,262.0,49.15,36.5,1227.0,25,2025-09-11 17:00:32,108.2,8.59,0,300,-1.0,1
running,42.39999999999998,83,4595.57,42.39999999999998,3.378,0.0,148,522821706,51834905,3.378,264.0,48.9,36.5,1234.0,25,2025-09-11 17:00:38,111.2,8.68,0,300,-1.0,1
running,42.39999999999998,83,4601.99,42.39999999999998,3.378,0.5,148,522821931,51835807,3.378,262.0,48.9,36.25,1216.0,25,2025-09-11 17:00:40,110.2,8.78,0,300,-1.0,1
running,42.60000000000002,83,4621.32,42.60000000000002,3.368,0.5,149,522822833,51838381,3.368,250.0,48.81,34.75,1211.0,25,2025-09-11 17:00:46,112.2,8.87,0,300,-1.0,1
